"action_type","lat","lon","playoffs","season","shot_distance","shot_made_flag","shot_type","opponent","attendance","arena_temp","avgnoisedb","time_remaining_period","game_time"
"Alley Oop Layup shot",34.0233,-118.3258,0,"2000",5,1,"2PT Field Goal","LAC",16833,72,97.43,135,2025
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","LAC",16833,72,97.43,54,2106
"Jump Shot",34.0333,-118.0688,0,"2000",20,1,"2PT Field Goal","LAC",16833,72,97.43,667,2213
"Jump Shot",34.0103,-118.0268,0,"2000",24,1,"3PT Field Goal","IND",16489,71,94,582,138
"Jump Shot",33.8123,-118.1468,0,"2000",26,1,"3PT Field Goal","IND",16489,71,94,300,420
"Jump Shot",33.9073,-118.4268,0,"2000",20,1,"2PT Field Goal","IND",16489,71,94,210,510
"Jump Shot",33.9343,-118.1318,0,"2000",17,0,"2PT Field Goal","IND",16489,71,94,668,772
"Jump Shot",33.9073,-118.1678,0,"2000",17,0,"2PT Field Goal","IND",16489,71,94,520,920
"Jump Shot",34.0273,-118.0838,0,"2000",18,0,"2PT Field Goal","IND",16489,71,94,227,1213
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","IND",16489,71,94,174,1266
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","IND",16489,71,94,502,1658
"Jump Shot",33.7993,-118.1278,0,"2000",28,0,"3PT Field Goal","IND",16489,71,94,442,1718
"Jump Shot",33.9743,-118.3028,0,"2000",7,0,"2PT Field Goal","IND",16489,71,94,412,1748
"Jump Shot",34.0023,-118.2818,0,"2000",4,0,"2PT Field Goal","IND",16489,71,94,408,1752
"Jump Shot",33.9403,-118.1488,0,"2000",15,0,"2PT Field Goal","IND",16489,71,94,298,1862
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","IND",16489,71,94,243,1917
"Jump Shot",33.8813,-118.1908,0,"2000",18,0,"2PT Field Goal","IND",16489,71,94,198,1962
"Jump Shot",34.0443,-118.3638,0,"2000",9,0,"2PT Field Goal","IND",16489,71,94,177,1983
"Running Jump Shot",33.9093,-118.3938,0,"2000",18,1,"2PT Field Goal","IND",16489,71,94,139,2021
"Running Dunk Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","IND",16489,71,94,75,2085
"Jump Shot",33.6353,-118.1618,0,"2000",42,0,"3PT Field Goal","IND",16489,71,94,0,2160
"Jump Shot",33.9093,-118.3368,0,"2000",15,0,"2PT Field Goal","IND",16489,71,94,632,2248
"Jump Shot",33.8203,-118.4298,0,"2000",27,1,"3PT Field Goal","IND",16489,71,94,606,2274
"Jump Shot",34.0353,-118.4038,0,"2000",13,1,"2PT Field Goal","SEA",14290,71,92.8,659,61
"Jump Shot",34.0293,-118.3918,0,"2000",12,0,"2PT Field Goal","SEA",14290,71,92.8,517,203
"Jump Shot",33.9283,-118.3708,0,"2000",15,0,"2PT Field Goal","SEA",14290,71,92.8,430,290
"Running Jump Shot",34.0253,-118.2988,0,"2000",3,1,"2PT Field Goal","SEA",14290,71,92.8,48,672
"Jump Shot",33.7993,-118.3198,0,"2000",25,0,"3PT Field Goal","SEA",14290,71,92.8,24,696
"Jump Shot",33.5783,-118.4198,0,"2000",48,0,"3PT Field Goal","SEA",14290,71,92.8,0,720
"Layup Shot",34.0313,-118.2988,0,"2000",3,0,"2PT Field Goal","SEA",14290,71,92.8,708,732
"Jump Shot",34.0253,-118.3048,0,"2000",3,0,"2PT Field Goal","SEA",14290,71,92.8,540,900
"Jump Shot",34.0253,-118.3048,0,"2000",3,0,"2PT Field Goal","SEA",14290,71,92.8,114,1326
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SEA",14290,71,92.8,577,1583
"Jump Shot",33.8373,-118.1028,0,"2000",26,0,"3PT Field Goal","SEA",14290,71,92.8,546,1614
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SEA",14290,71,92.8,422,1738
"Jump Shot",33.8673,-118.2098,0,"2000",18,1,"2PT Field Goal","SEA",14290,71,92.8,225,1935
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SEA",14290,71,92.8,88,2072
"Jump Shot",33.7913,-118.3558,0,"2000",26,0,"3PT Field Goal","SAS",14925,70,93.42,574,146
"Jump Shot",33.9763,-118.0978,0,"2000",18,1,"2PT Field Goal","SAS",14925,70,93.42,448,272
"Jump Shot",34.0163,-118.3198,0,"2000",5,0,"2PT Field Goal","SAS",14925,70,93.42,395,325
"Jump Shot",33.8793,-118.3558,0,"2000",18,1,"2PT Field Goal","SAS",14925,70,93.42,330,390
"Jump Shot",34.0163,-118.3488,0,"2000",8,0,"2PT Field Goal","SAS",14925,70,93.42,290,430
"Driving Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SAS",14925,70,93.42,244,476
"Jump Shot",33.9003,-118.2518,0,"2000",14,0,"2PT Field Goal","SAS",14925,70,93.42,153,567
"Jump Shot",33.9893,-118.1468,0,"2000",13,0,"2PT Field Goal","SAS",14925,70,93.42,120,600
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","SAS",14925,70,93.42,7,713
"Jump Shot",34.0593,-118.4398,0,"2000",17,0,"2PT Field Goal","SAS",14925,70,93.42,280,1160
"Running Jump Shot",33.9283,-118.1108,0,"2000",19,1,"2PT Field Goal","SAS",14925,70,93.42,254,1186
"Jump Shot",33.8963,-118.2378,0,"2000",15,1,"2PT Field Goal","SAS",14925,70,93.42,695,1465
"Jump Shot",33.8463,-118.2648,0,"2000",19,0,"2PT Field Goal","SAS",14925,70,93.42,550,1610
"Jump Shot",33.7973,-118.4188,0,"2000",28,0,"3PT Field Goal","SAS",14925,70,93.42,387,1773
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SAS",14925,70,93.42,359,1801
"Jump Shot",33.9113,-118.3488,0,"2000",15,1,"2PT Field Goal","SAS",14925,70,93.42,281,1879
"Jump Shot",34.0043,-118.2928,0,"2000",4,0,"2PT Field Goal","SAS",14925,70,93.42,188,1972
"Jump Shot",33.8903,-118.2038,0,"2000",16,1,"2PT Field Goal","SAS",14925,70,93.42,37,2123
"Jump Shot",33.7873,-118.3558,0,"2000",27,1,"3PT Field Goal","SAS",14925,70,93.42,0,2160
"Jump Shot",33.8463,-118.1948,0,"2000",21,0,"2PT Field Goal","SAS",14925,70,93.42,702,2178
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SAS",14925,70,93.42,660,2220
"Jump Shot",33.9763,-118.3278,0,"2000",8,1,"2PT Field Goal","SAS",14925,70,93.42,582,2298
"Jump Shot",33.9833,-118.2098,0,"2000",8,1,"2PT Field Goal","SAS",14925,70,93.42,547,2333
"Jump Shot",33.7913,-118.1528,0,"2000",27,1,"3PT Field Goal","SAS",14925,70,93.42,454,2426
"Jump Shot",34.0273,-118.3198,0,"2000",5,0,"2PT Field Goal","SAS",14925,70,93.42,409,2471
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SAS",14925,70,93.42,398,2482
"Jump Shot",33.8353,-118.2518,0,"2000",20,0,"2PT Field Goal","SAS",14925,70,93.42,240,2640
"Jump Shot",33.8843,-118.4058,0,"2000",20,1,"2PT Field Goal","SAS",14925,70,93.42,51,2829
"Jump Shot",33.9173,-118.2098,0,"2000",14,1,"2PT Field Goal","DAL",16383,70,100.43,626,94
"Running Jump Shot",33.9113,-118.1828,0,"2000",15,0,"2PT Field Goal","DAL",16383,70,100.43,551,169
"Running Jump Shot",33.9623,-118.2308,0,"2000",9,1,"2PT Field Goal","DAL",16383,70,100.43,514,206
"Jump Shot",34.0423,-118.4188,0,"2000",14,0,"2PT Field Goal","DAL",16383,70,100.43,406,314
"Jump Shot",33.8013,-118.1598,0,"2000",26,1,"3PT Field Goal","DAL",16383,70,100.43,326,394
"Jump Shot",34.0313,-118.1598,0,"2000",11,1,"2PT Field Goal","DAL",16383,70,100.43,89,631
"Jump Shot",33.9623,-118.2588,0,"2000",8,0,"2PT Field Goal","DAL",16383,70,100.43,537,903
"Jump Shot",33.9893,-118.2858,0,"2000",5,0,"2PT Field Goal","DAL",16383,70,100.43,533,907
"Jump Shot",34.0423,-118.0328,0,"2000",23,0,"3PT Field Goal","DAL",16383,70,100.43,528,912
"Jump Shot",33.8463,-118.2588,0,"2000",19,0,"2PT Field Goal","DAL",16383,70,100.43,318,1122
"Jump Shot",33.9173,-118.4548,0,"2000",22,1,"2PT Field Goal","DAL",16383,70,100.43,109,1331
"Driving Dunk Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","DAL",16383,70,100.43,70,1370
"Jump Shot",33.9553,-118.2588,0,"2000",8,1,"2PT Field Goal","DAL",16383,70,100.43,25,1415
"Jump Shot",33.8843,-118.2518,0,"2000",16,0,"2PT Field Goal","DAL",16383,70,100.43,0,1440
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","DAL",16383,70,100.43,632,1528
"Jump Shot",33.7593,-118.3678,0,"2000",30,0,"3PT Field Goal","DAL",16383,70,100.43,377,1783
"Jump Shot",33.9993,-118.4268,0,"2000",16,1,"2PT Field Goal","DAL",16383,70,100.43,312,1848
"Jump Shot",33.8583,-118.3618,0,"2000",20,1,"2PT Field Goal","DAL",16383,70,100.43,245,1915
"Jump Shot",34.0163,-118.4188,0,"2000",15,0,"2PT Field Goal","DAL",16383,70,100.43,205,1955
"Running Jump Shot",34.0163,-118.1948,0,"2000",8,1,"2PT Field Goal","DAL",16383,70,100.43,183,1977
"Jump Shot",34.0313,-118.1318,0,"2000",13,0,"2PT Field Goal","DAL",16383,70,100.43,17,2143
"Tip Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","DAL",16383,70,100.43,0,2160
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","DAL",16383,70,100.43,515,2365
"Running Jump Shot",33.9343,-118.3848,0,"2000",15,1,"2PT Field Goal","DAL",16383,70,100.43,451,2429
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","PHI",15437,72,91.39,597,123
"Running Jump Shot",33.8793,-118.3348,0,"2000",17,1,"2PT Field Goal","PHI",15437,72,91.39,447,273
"Running Jump Shot",33.9113,-118.1888,0,"2000",15,1,"2PT Field Goal","PHI",15437,72,91.39,408,312
"Jump Shot",33.9343,-118.1318,0,"2000",17,0,"2PT Field Goal","PHI",15437,72,91.39,213,507
"Jump Shot",33.6503,-118.0388,0,"2000",45,0,"3PT Field Goal","PHI",15437,72,91.39,0,720
"Jump Shot",33.8393,-118.2648,0,"2000",20,0,"2PT Field Goal","PHI",15437,72,91.39,681,759
"Jump Shot",33.8963,-118.3138,0,"2000",15,0,"2PT Field Goal","PHI",15437,72,91.39,641,799
"Driving Layup Shot",34.0213,-118.2518,0,"2000",2,1,"2PT Field Goal","PHI",15437,72,91.39,566,874
"Jump Shot",33.9553,-118.1468,0,"2000",15,1,"2PT Field Goal","PHI",15437,72,91.39,486,954
"Jump Shot",33.9173,-118.3618,0,"2000",15,0,"2PT Field Goal","PHI",15437,72,91.39,348,1092
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","PHI",15437,72,91.39,323,1117
"Jump Shot",33.7873,-118.2378,0,"2000",25,0,"3PT Field Goal","PHI",15437,72,91.39,220,1220
"Jump Shot",33.9663,-118.2368,0,"2000",8,0,"2PT Field Goal","PHI",15437,72,91.39,154,1286
"Jump Shot",33.9803,-118.4818,0,"2000",22,0,"2PT Field Goal","PHI",15437,72,91.39,0,1440
"Jump Shot",33.8963,-118.1468,0,"2000",19,0,"2PT Field Goal","PHI",15437,72,91.39,567,1593
"Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","PHI",15437,72,91.39,561,1599
"Jump Shot",33.9073,-118.3918,0,"2000",18,1,"2PT Field Goal","PHI",15437,72,91.39,396,1764
"Running Jump Shot",34.0593,-118.1468,0,"2000",12,1,"2PT Field Goal","PHI",15437,72,91.39,286,1874
"Jump Shot",34.0593,-118.4188,0,"2000",14,1,"2PT Field Goal","PHI",15437,72,91.39,256,1904
"Jump Shot",34.0043,-118.0328,0,"2000",24,1,"3PT Field Goal","PHI",15437,72,91.39,686,2194
"Jump Shot",33.8843,-118.2708,0,"2000",16,0,"2PT Field Goal","PHI",15437,72,91.39,613,2267
"Jump Shot",34.0593,-118.4458,0,"2000",17,0,"2PT Field Goal","PHI",15437,72,91.39,395,2485
"Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","PHI",15437,72,91.39,364,2516
"Jump Shot",33.8523,-118.2308,0,"2000",19,1,"2PT Field Goal","PHI",15437,72,91.39,302,2578
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","PHI",15437,72,91.39,84,2796
"Running Jump Shot",34.0273,-118.2098,0,"2000",6,1,"2PT Field Goal","PHI",15437,72,91.39,38,2842
"Jump Shot",33.9283,-118.1198,0,"2000",18,1,"2PT Field Goal","GSW",14931,67,93.95,701,19
"Jump Shot",33.8843,-118.1678,0,"2000",18,0,"2PT Field Goal","GSW",14931,67,93.95,654,66
"Tip Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","GSW",14931,67,93.95,447,273
"Jump Shot",33.8773,-118.2738,0,"2000",16,1,"2PT Field Goal","GSW",14931,67,93.95,277,443
"Jump Shot",34.0653,-118.4378,0,"2000",16,0,"2PT Field Goal","GSW",14931,67,93.95,218,502
"Jump Shot",33.9953,-118.2688,0,"2000",4,0,"2PT Field Goal","GSW",14931,67,93.95,190,530
"Jump Shot",34.0443,-118.1258,0,"2000",14,1,"2PT Field Goal","GSW",14931,67,93.95,126,594
"Jump Shot",33.9833,-118.3008,0,"2000",6,0,"2PT Field Goal","GSW",14931,67,93.95,605,835
"Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","GSW",14931,67,93.95,540,900
"Turnaround Jump Shot",34.0403,-118.0898,0,"2000",18,1,"2PT Field Goal","GSW",14931,67,93.95,477,963
"Jump Shot",34.0443,-118.1108,0,"2000",15,0,"2PT Field Goal","GSW",14931,67,93.95,362,1078
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","GSW",14931,67,93.95,74,1366
"Layup Shot",34.0233,-118.2878,0,"2000",2,0,"2PT Field Goal","GSW",14931,67,93.95,7,1433
"Reverse Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","GSW",14931,67,93.95,700,1460
"Jump Shot",34.0483,-118.0388,0,"2000",23,1,"3PT Field Goal","GSW",14931,67,93.95,659,1501
"Jump Shot",34.0233,-118.3088,0,"2000",4,0,"2PT Field Goal","GSW",14931,67,93.95,508,1652
"Jump Shot",33.9053,-118.1738,0,"2000",16,1,"2PT Field Goal","GSW",14931,67,93.95,211,1949
"Jump Shot",33.8773,-118.3298,0,"2000",17,0,"2PT Field Goal","GSW",14931,67,93.95,154,2006
"Jump Shot",34.0483,-118.5008,0,"2000",23,1,"3PT Field Goal","GSW",14931,67,93.95,29,2131
"Running Jump Shot",33.9663,-118.2688,0,"2000",7,1,"2PT Field Goal","GSW",14931,67,93.95,455,2425
"Jump Shot",34.0403,-118.5008,0,"2000",23,0,"3PT Field Goal","GSW",14931,67,93.95,355,2525
"Jump Shot",34.0653,-118.4948,0,"2000",22,0,"3PT Field Goal","GSW",14931,67,93.95,222,2658
"Jump Shot",33.9663,-118.3428,0,"2000",10,1,"2PT Field Goal","GSW",14931,67,93.95,129,2751
"Jump Shot",33.8883,-118.3298,0,"2000",16,0,"2PT Field Goal","GSW",14931,67,93.95,65,2815
"Jump Shot",34.0403,-118.4588,0,"2000",18,0,"2PT Field Goal","GSW",14931,67,93.95,22,2858
"Jump Shot",33.7933,-118.2398,0,"2000",25,0,"3PT Field Goal","GSW",14931,67,93.95,0,2880
"Jump Shot",34.0483,-118.4168,0,"2000",14,1,"2PT Field Goal","GSW",14931,67,93.95,146,3454
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","GSW",14931,67,93.95,130,3470
"Jump Shot",34.0443,-118.4228,0,"2000",15,1,"2PT Field Goal","GSW",14931,67,93.95,78,3522
"Jump Shot",34.0333,-118.1618,0,"2000",10,1,"2PT Field Goal","GSW",14931,67,93.95,34,3566
"Jump Shot",33.7263,-118.3658,0,"2000",33,0,"3PT Field Goal","GSW",14931,67,93.95,0,3600
"Jump Shot",33.9893,-118.2438,0,"2000",6,1,"2PT Field Goal","SEA",15402,66,96.36,507,213
"Jump Shot",33.9453,-118.0978,0,"2000",19,0,"2PT Field Goal","SEA",15402,66,96.36,439,281
"Jump Shot",33.8693,-118.2588,0,"2000",17,0,"2PT Field Goal","SEA",15402,66,96.36,185,535
"Jump Shot",33.8693,-118.1948,0,"2000",19,1,"2PT Field Goal","SEA",15402,66,96.36,111,609
"Jump Shot",33.9763,-118.3198,0,"2000",8,1,"2PT Field Goal","SEA",15402,66,96.36,11,709
"Jump Shot",34.0463,-118.0838,0,"2000",18,0,"2PT Field Goal","SEA",15402,66,96.36,684,756
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SEA",15402,66,96.36,569,871
"Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SEA",15402,66,96.36,180,1260
"Jump Shot",33.9283,-118.1108,0,"2000",19,0,"2PT Field Goal","SEA",15402,66,96.36,150,1290
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","SEA",15402,66,96.36,122,1318
"Jump Shot",33.8523,-118.2098,0,"2000",20,0,"2PT Field Goal","SEA",15402,66,96.36,694,1466
"Jump Shot",34.0313,-118.3138,0,"2000",4,0,"2PT Field Goal","SEA",15402,66,96.36,662,1498
"Jump Shot",34.0463,-118.0978,0,"2000",17,0,"2PT Field Goal","SEA",15402,66,96.36,646,1514
"Jump Shot",33.9113,-118.1678,0,"2000",16,1,"2PT Field Goal","SEA",15402,66,96.36,512,1648
"Jump Shot",33.9173,-118.2928,0,"2000",12,1,"2PT Field Goal","SEA",15402,66,96.36,447,1713
"Jump Shot",33.9003,-118.1468,0,"2000",18,0,"2PT Field Goal","SEA",15402,66,96.36,376,1784
"Jump Shot",33.8353,-118.1318,0,"2000",25,0,"3PT Field Goal","SEA",15402,66,96.36,333,1827
"Jump Shot",34.0273,-118.3278,0,"2000",6,0,"2PT Field Goal","SEA",15402,66,96.36,235,1925
"Jump Shot",33.8523,-118.3408,0,"2000",20,0,"2PT Field Goal","SEA",15402,66,96.36,707,2173
"Jump Shot",33.9723,-118.2708,0,"2000",7,0,"2PT Field Goal","SEA",15402,66,96.36,667,2213
"Jump Shot",34.0233,-118.4148,0,"2000",14,0,"2PT Field Goal","SEA",15402,66,96.36,129,2751
"Jump Shot",33.8633,-118.1468,0,"2000",21,1,"2PT Field Goal","DET",14703,71,96.15,642,78
"Jump Shot",33.8843,-118.3998,0,"2000",20,0,"2PT Field Goal","DET",14703,71,96.15,561,159
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","DET",14703,71,96.15,556,164
"Jump Shot",33.7973,-118.3848,0,"2000",27,1,"3PT Field Goal","DET",14703,71,96.15,512,208
"Jump Shot",33.9243,-118.1378,0,"2000",17,1,"2PT Field Goal","DET",14703,71,96.15,479,241
"Jump Shot",34.0043,-118.4398,0,"2000",17,0,"2PT Field Goal","DET",14703,71,96.15,408,312
"Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","DET",14703,71,96.15,84,636
"Jump Shot",33.7263,-118.4458,0,"2000",36,0,"3PT Field Goal","DET",14703,71,96.15,0,720
"Running Jump Shot",33.9173,-118.2038,0,"2000",14,1,"2PT Field Goal","DET",14703,71,96.15,638,802
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","DET",14703,71,96.15,209,1231
"Jump Shot",33.8463,-118.4128,0,"2000",24,1,"3PT Field Goal","DET",14703,71,96.15,568,1592
"Jump Shot",33.9073,-118.1678,0,"2000",17,1,"2PT Field Goal","DET",14703,71,96.15,526,1634
"Running Jump Shot",33.9833,-118.2798,0,"2000",6,1,"2PT Field Goal","DET",14703,71,96.15,462,1698
"Jump Shot",33.7973,-118.2798,0,"2000",24,0,"3PT Field Goal","DET",14703,71,96.15,398,1762
"Jump Shot",33.9343,-118.1318,0,"2000",17,1,"2PT Field Goal","DET",14703,71,96.15,376,1784
"Reverse Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","DET",14703,71,96.15,210,1950
"Jump Shot",33.9113,-118.2098,0,"2000",14,0,"2PT Field Goal","DET",14703,71,96.15,32,2128
"Jump Shot",33.9453,-118.4548,0,"2000",20,0,"2PT Field Goal","DET",14703,71,96.15,3,2157
"Jump Shot",33.9663,-118.2708,0,"2000",7,0,"2PT Field Goal","DET",14703,71,96.15,658,2222
"Jump Shot",33.9833,-118.2928,0,"2000",6,0,"2PT Field Goal","MIL",14806,68,93.75,650,70
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","MIL",14806,68,93.75,629,91
"Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","MIL",14806,68,93.75,624,96
"Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","MIL",14806,68,93.75,584,136
"Jump Shot",34.0213,-118.1948,0,"2000",7,0,"2PT Field Goal","MIL",14806,68,93.75,551,169
"Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","MIL",14806,68,93.75,314,406
"Dunk Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","MIL",14806,68,93.75,257,463
"Jump Shot",33.8693,-118.2588,0,"2000",17,1,"2PT Field Goal","MIL",14806,68,93.75,116,604
"Slam Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","MIL",14806,68,93.75,377,1063
"Jump Shot",34.0163,-118.4668,0,"2000",19,0,"2PT Field Goal","MIL",14806,68,93.75,313,1127
"Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","MIL",14806,68,93.75,251,1189
"Jump Shot",33.9343,-118.1318,0,"2000",17,0,"2PT Field Goal","MIL",14806,68,93.75,224,1216
"Jump Shot",33.7533,-118.2588,0,"2000",29,0,"3PT Field Goal","MIL",14806,68,93.75,155,1285
"Jump Shot",33.7913,-118.3678,0,"2000",27,1,"3PT Field Goal","MIL",14806,68,93.75,39,1401
"Jump Shot",33.8083,-118.3918,0,"2000",26,0,"3PT Field Goal","MIL",14806,68,93.75,22,1418
"Jump Shot",33.9173,-118.1598,0,"2000",16,0,"2PT Field Goal","MIL",14806,68,93.75,706,1454
"Jump Shot",33.8693,-118.1888,0,"2000",19,0,"2PT Field Goal","MIL",14806,68,93.75,447,1713
"Jump Shot",34.0213,-118.1598,0,"2000",11,0,"2PT Field Goal","MIL",14806,68,93.75,172,1988
"Running Jump Shot",33.9833,-118.2378,0,"2000",6,1,"2PT Field Goal","MIL",14806,68,93.75,50,2110
"Jump Shot",33.8123,-118.1168,0,"2000",27,1,"3PT Field Goal","MIL",14806,68,93.75,411,2469
"Jump Shot",34.0163,-118.1828,0,"2000",9,0,"2PT Field Goal","MIL",14806,68,93.75,378,2502
"Jump Shot",33.8253,-118.3998,0,"2000",25,1,"3PT Field Goal","MIL",14806,68,93.75,290,2590
"Jump Shot",33.8253,-118.1258,0,"2000",26,0,"3PT Field Goal","MIL",14806,68,93.75,243,2637
"Jump Shot",33.7973,-118.3768,0,"2000",26,0,"3PT Field Goal","MIL",14806,68,93.75,170,2710
"Jump Shot",34.0313,-118.3558,0,"2000",8,0,"2PT Field Goal","MIL",14806,68,93.75,148,2732
"Jump Shot",34.0373,-118.4058,0,"2000",13,0,"2PT Field Goal","MIL",14806,68,93.75,146,2734
"Running Jump Shot",33.9993,-118.3408,0,"2000",8,0,"2PT Field Goal","MIL",14806,68,93.75,12,2868
"Jump Shot",33.7743,-118.3408,0,"2000",27,0,"3PT Field Goal","MIL",14806,68,93.75,0,2880
"Running Jump Shot",34.0103,-118.2968,0,"2000",4,1,"2PT Field Goal","POR",15316,74,95.93,232,488
"Running Jump Shot",33.9533,-118.2968,0,"2000",9,1,"2PT Field Goal","POR",15316,74,95.93,40,680
"Layup Shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","POR",15316,74,95.93,13,707
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","POR",15316,74,95.93,2,718
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","POR",15316,74,95.93,658,782
"Jump Shot",34.0293,-118.1888,0,"2000",8,0,"2PT Field Goal","POR",15316,74,95.93,624,816
"Jump Shot",34.0403,-118.1888,0,"2000",8,1,"2PT Field Goal","POR",15316,74,95.93,546,894
"Jump Shot",33.9723,-118.2738,0,"2000",7,0,"2PT Field Goal","POR",15316,74,95.93,476,964
"Jump Shot",33.8923,-118.1738,0,"2000",17,1,"2PT Field Goal","POR",15316,74,95.93,114,1326
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","POR",15316,74,95.93,97,1343
"Running Jump Shot",33.9933,-118.2818,0,"2000",5,0,"2PT Field Goal","POR",15316,74,95.93,0,1440
"Jump Shot",34.0593,-118.1618,0,"2000",10,0,"2PT Field Goal","POR",15316,74,95.93,428,1732
"Running Jump Shot",33.9933,-118.2688,0,"2000",5,0,"2PT Field Goal","POR",15316,74,95.93,35,2125
"Jump Shot",33.8463,-118.3918,0,"2000",23,0,"2PT Field Goal","POR",15316,74,95.93,699,2181
"Jump Shot",33.8963,-118.1888,0,"2000",16,0,"2PT Field Goal","POR",15316,74,95.93,362,2518
"Jump Shot",34.0403,-118.0788,0,"2000",19,1,"2PT Field Goal","POR",15316,74,95.93,272,2608
"Jump Shot",34.0483,-118.1028,0,"2000",16,0,"2PT Field Goal","POR",15316,74,95.93,234,2646
"Running Jump Shot",34.0333,-118.3118,0,"2000",4,1,"2PT Field Goal","POR",15316,74,95.93,79,2801
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","POR",15316,74,95.93,63,2817
"Driving Dunk Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","POR",15316,74,95.93,39,2841
"Jump Shot",33.8063,-118.3258,0,"2000",24,0,"3PT Field Goal","POR",15316,74,95.93,30,2850
"Driving Layup Shot",34.0443,-118.2698,0,"2000",0,1,"2PT Field Goal","VAN",16092,68,96.38,558,162
"Alley Oop Layup shot",34.0443,-118.2698,0,"2000",0,0,"2PT Field Goal","VAN",16092,68,96.38,363,357
"Jump Shot",33.9173,-118.3848,0,"2000",17,0,"2PT Field Goal","VAN",16092,68,96.38,280,440
"Jump Shot",34.0463,-118.4058,0,"2000",13,0,"2PT Field Goal","VAN",16092,68,96.38,659,781
"Jump Shot",33.9893,-118.3278,0,"2000",7,0,"2PT Field Goal","VAN",16092,68,96.38,635,805
"Jump Shot",33.9383,-118.1948,0,"2000",12,1,"2PT Field Goal","VAN",16092,68,96.38,196,1244
"Jump Shot",33.8183,-118.1598,0,"2000",25,1,"3PT Field Goal","VAN",16092,68,96.38,95,1345
"Jump Shot",33.8523,-118.4268,0,"2000",24,0,"3PT Field Goal","VAN",16092,68,96.38,61,1379
"Jump Shot",33.8903,-118.1678,0,"2000",18,0,"2PT Field Goal","VAN",16092,68,96.38,708,1452
