action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,rannum,action_type_int,combined_shot_type_int,shot_type_int,shot_zone_are_int,shot_zone_basic_int,shot_zone_range_int,opponent_int,time_remaining_period,game_time,log_lat,log_shot_distance,log_loc_y,season,Obs,shot_not_made_probability,shot_made_probability,_INTO_
Jump Shot,Jump Shot,209,20000124,33.9513,134,93,-118.1358,0,2,0,19,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/16/2000,LAL @ SAC,SAC,177,13184,67,93.81,176,26,4,1,6,5,1,27,19,1421,3.5249271449,2.7726512203,4.9272536852,2000,142,0.5828667061,0.4171332939,0
Jump Shot,Jump Shot,240,20000124,33.9073,11,137,-118.2588,8,3,0,52,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/16/2000,LAL @ SAC,SAC,179,13184,67,93.81,178,26,4,1,2,3,3,27,532,1628,3.5236303304,2.5650262776,5.2040066871,2000,144,0.5228506641,0.4771493359,0
Jump Shot,Jump Shot,323,20000124,33.8083,77,236,-118.1928,0,3,0,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/16/2000,LAL @ SAC,SAC,181,13184,67,93.81,180,26,4,2,5,1,2,27,1,2159,3.5207063345,3.1780954961,5.6383546693,2000,146,0.6762354045,0.3237645955,0
Jump Shot,Jump Shot,378,20000124,33.8143,-103,230,-118.3728,5,4,0,43,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/16/2000,LAL @ SAC,SAC,184,13184,67,93.81,182,26,4,2,3,1,2,27,343,2537,3.5208837899,3.2189158241,5.6167710977,2000,148,0.6441724121,0.3558275879,0
Jump Shot,Jump Shot,478,20000124,33.9453,-10,99,-118.2798,2,5,0,5,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/16/2000,LAL @ SAC,SAC,186,13184,67,93.81,184,26,4,1,2,3,3,27,125,3475,3.5247504055,2.1973356823,4.9698132996,2000,150,0.5560532261,0.4439467739,0
Jump Shot,Jump Shot,498,20000124,33.8443,-73,200,-118.3428,0,5,0,24,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/16/2000,LAL @ SAC,SAC,188,13184,67,93.81,186,26,4,1,3,5,1,27,24,3576,3.5217705952,3.0445700556,5.5012582105,2000,152,0.6197454551,0.3802545449,0
Jump Shot,Jump Shot,25,20000140,33.8673,188,177,-118.0818,9,1,0,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,190,16017,69,98.64,190,26,4,2,5,1,2,8,547,173,3.5224499471,3.2189158241,5.4026773819,2000,154,0.6169113881,0.3830886119,0
Jump Shot,Jump Shot,70,20000140,33.9073,-128,137,-118.3978,4,1,0,22,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,194,16017,69,98.64,192,26,4,1,3,5,1,8,262,458,3.5236303304,2.8904273119,5.2040066871,2000,156,0.5842477813,0.4157522187,0
Jump Shot,Jump Shot,112,20000140,33.9513,1,93,-118.2688,11,2,0,19,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,197,16017,69,98.64,194,26,4,1,2,3,3,8,679,761,3.5249271449,2.1973356823,4.9272536852,2000,158,0.5114877614,0.4885122386,0
Jump Shot,Jump Shot,162,20000140,33.8443,159,200,-118.1108,6,2,0,11,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,199,16017,69,98.64,196,26,4,2,5,1,2,8,371,1069,3.5217705952,3.2189158241,5.5012582105,2000,160,0.6341107605,0.3658892395,0
Jump Shot,Jump Shot,246,20000140,33.7993,-162,245,-118.4318,11,3,0,17,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,201,16017,69,98.64,198,26,4,2,3,1,2,8,677,1483,3.5204400922,3.3673303122,5.669880923,2000,162,0.6451476067,0.3548523933,0
Jump Shot,Jump Shot,285,20000140,33.8943,-4,150,-118.2738,6,3,0,24,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,204,16017,69,98.64,200,26,4,1,2,5,3,8,384,1776,3.5232468587,2.7081168655,5.2729995586,2000,164,0.5503526078,0.4496473922,0
Jump Shot,Jump Shot,311,20000140,34.0253,237,19,-118.0328,3,3,0,21,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,206,16017,69,98.64,202,26,4,2,6,7,2,8,201,1959,3.5271043655,3.1355376932,4.1588830834,2000,166,0.6249217156,0.3750782844,0
Driving Layup Shot,Layup,350,20000140,34.0443,0,0,-118.2698,11,4,0,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,208,16017,69,98.64,204,12,5,1,2,6,5,8,670,2210,3.5276626177,-6.907755279,3.8066624898,2000,168,0.3442366801,0.6557633199,1
Jump Shot,Jump Shot,448,20000140,33.9623,37,82,-118.2328,1,4,0,18,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/18/2000,LAL @ DEN,DEN,212,16017,69,98.64,206,26,4,1,2,3,3,8,78,2802,3.5252510859,2.0795665339,4.8441870865,2000,170,0.5450930872,0.4549069128,0
Jump Shot,Jump Shot,17,20000147,33.7973,28,247,-118.2418,9,1,0,3,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,214,15396,70,93.19,214,26,4,2,2,1,2,5,543,177,3.5203809176,3.1780954961,5.6767538023,2000,172,0.6417507129,0.3582492871,0
Slam Dunk Shot,Dunk,83,20000147,34.0443,0,0,-118.2698,3,1,0,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,216,15396,70,93.19,216,47,2,1,2,6,5,5,190,530,3.5276626177,-6.907755279,3.8066624898,2000,174,0.3098036828,0.6901963172,1
Slam Dunk Shot,Dunk,153,20000147,34.0443,0,0,-118.2698,7,2,0,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,218,15396,70,93.19,218,47,2,1,2,6,5,5,444,996,3.5276626177,-6.907755279,3.8066624898,2000,176,0.2907568364,0.7092431636,1
Jump Shot,Jump Shot,213,20000147,33.8603,142,184,-118.1278,0,2,0,44,23,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,220,15396,70,93.19,220,26,4,1,5,5,1,5,44,1396,3.5222432367,3.1355376932,5.4337220036,2000,178,0.5886637132,0.4113362868,0
Layup Shot,Layup,229,20000147,34.0443,0,0,-118.2698,10,3,0,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,222,15396,70,93.19,222,27,5,1,2,6,5,5,619,1541,3.5276626177,-6.907755279,3.8066624898,2000,180,0.3132521232,0.6867478768,1
Jump Shot,Jump Shot,251,20000147,33.9033,142,141,-118.1278,7,3,0,22,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,224,15396,70,93.19,224,26,4,1,5,5,1,5,442,1718,3.5235123548,2.9957822723,5.2257466737,2000,182,0.5585372994,0.4414627006,0
Running Jump Shot,Jump Shot,276,20000147,33.9473,-60,97,-118.3298,4,3,0,55,11,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,226,15396,70,93.19,226,41,4,1,4,3,3,5,295,1865,3.5248093221,2.3979861778,4.9558270576,2000,184,0.4922162371,0.5077837629,1
Jump Shot,Jump Shot,330,20000147,33.7993,115,245,-118.1548,11,4,0,13,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,229,15396,70,93.19,228,26,4,2,5,1,2,5,673,2207,3.5204400922,3.2958739024,5.669880923,2000,186,0.6283406342,0.3716593658,0
Driving Layup Shot,Layup,342,20000147,34.0443,0,0,-118.2698,10,4,0,12,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,231,15396,70,93.19,230,12,5,1,2,6,5,5,612,2268,3.5276626177,-6.907755279,3.8066624898,2000,188,0.3398883317,0.6601116683,1
Running Jump Shot,Jump Shot,437,20000147,33.9683,-25,76,-118.2948,2,4,0,20,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,233,15396,70,93.19,232,41,4,1,2,3,3,5,140,2740,3.5254277368,2.0795665339,4.7957905456,2000,190,0.5087278513,0.4912721487,0
Jump Shot,Jump Shot,454,20000147,34.0733,-208,-29,-118.4778,0,4,0,31,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/2000,LAL vs. CHI,CHI,235,15396,70,93.19,234,26,4,1,4,5,1,5,31,2849,3.5285140864,3.0445700556,2.7725887222,2000,192,0.6850041157,0.3149958843,0
Jump Shot,Jump Shot,26,20000168,33.8693,-48,175,-118.3178,8,1,0,0,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,237,16891,71,101.35,237,26,4,1,2,5,1,10,480,240,3.5225089994,2.8904273119,5.3936275464,2000,194,0.5657157901,0.4342842099,0
Driving Layup Shot,Layup,74,20000168,34.0443,0,0,-118.2698,2,1,0,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,239,16891,71,101.35,239,12,5,1,2,6,5,10,156,564,3.5276626177,-6.907755279,3.8066624898,2000,196,0.3416887454,0.6583112546,1
Slam Dunk Shot,Dunk,84,20000168,34.0443,0,0,-118.2698,2,1,0,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,241,16891,71,101.35,241,47,2,1,2,6,5,10,128,592,3.5276626177,-6.907755279,3.8066624898,2000,198,0.300779014,0.699220986,1
Alley Oop Dunk Shot,Dunk,121,20000168,34.0443,0,0,-118.2698,10,2,0,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,243,16891,71,101.35,243,1,2,1,2,6,5,10,617,823,3.5276626177,-6.907755279,3.8066624898,2000,200,0.341045021,0.658954979,1
Alley Oop Dunk Shot,Dunk,192,20000168,34.0443,0,0,-118.2698,3,2,0,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,245,16891,71,101.35,245,1,2,1,2,6,5,10,214,1226,3.5276626177,-6.907755279,3.8066624898,2000,202,0.3569090091,0.6430909909,1
Driving Dunk Shot,Dunk,241,20000168,34.0443,0,0,-118.2698,9,3,0,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,247,16891,71,101.35,247,5,2,1,2,6,5,10,592,1568,3.5276626177,-6.907755279,3.8066624898,2000,204,0.3215388798,0.6784611202,1
Jump Shot,Jump Shot,271,20000168,33.8083,115,236,-118.1548,6,3,0,31,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,249,16891,71,101.35,249,26,4,2,5,1,2,10,391,1769,3.5207063345,3.2581349988,5.6383546693,2000,206,0.6181702189,0.3818297811,0
Turnaround Jump Sho,Jump Shot,288,20000168,34.0373,163,7,-118.1068,5,3,0,20,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,251,16891,71,101.35,251,55,4,1,6,5,1,10,320,1840,3.5274569821,2.7726512203,3.9512437186,2000,208,0.5121570283,0.4878429717,0
Driving Layup Shot,Layup,333,20000168,34.0443,0,0,-118.2698,2,3,0,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2000,LAL vs. GSW,GSW,253,16891,71,101.35,253,12,5,1,2,6,5,10,120,2040,3.5276626177,-6.907755279,3.8066624898,2000,210,0.359229888,0.640770112,1
Jump Shot,Jump Shot,8,20000180,34.0043,64,40,-118.2058,10,1,0,33,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,255,15954,71,95.3,255,26,4,1,2,3,5,17,633,87,3.5264869872,1.946052996,4.4426512565,2000,212,0.4547629496,0.5452370504,1
Reverse Layup Shot,Layup,60,20000180,34.0443,0,0,-118.2698,5,1,0,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,258,15954,71,95.3,257,34,5,1,2,6,5,17,352,368,3.5276626177,-6.907755279,3.8066624898,2000,214,0.2851390258,0.7148609742,1
Jump Shot,Jump Shot,107,20000180,34.0423,-132,2,-118.4018,1,1,0,4,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,261,15954,71,95.3,259,26,4,1,4,5,3,17,64,656,3.527603869,2.5650262776,3.8501476017,2000,216,0.5722626393,0.4277373607,0
Dunk Shot,Dunk,252,20000180,34.0443,0,0,-118.2698,9,3,0,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,263,15954,71,95.3,261,15,2,1,2,6,5,17,585,1575,3.5276626177,-6.907755279,3.8066624898,2000,218,0.303574946,0.696425054,1
Layup Shot,Layup,279,20000180,34.0443,0,0,-118.2698,5,3,0,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,266,15954,71,95.3,263,27,5,1,2,6,5,17,358,1802,3.5276626177,-6.907755279,3.8066624898,2000,220,0.2926796808,0.7073203192,1
Jump Shot,Jump Shot,346,20000180,33.8693,28,175,-118.2418,0,3,0,21,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,269,15954,71,95.3,265,26,4,1,2,5,1,17,21,2139,3.5225089994,2.8332721659,5.3936275464,2000,222,0.5733311374,0.4266688626,0
Running Jump Shot,Jump Shot,373,20000180,33.9833,127,61,-118.1428,9,4,0,50,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,271,15954,71,95.3,267,41,4,1,6,5,3,17,590,2290,3.5258692275,2.6391287556,4.6634390941,2000,224,0.452059253,0.547940747,1
Jump Shot,Jump Shot,395,20000180,33.8313,-84,213,-118.3538,7,4,0,30,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2000,LAL vs. MIN,MIN,273,15954,71,95.3,269,26,4,1,3,5,1,17,450,2430,3.5213864095,3.0910879069,5.5529595849,2000,226,0.5661685603,0.4338314397,0
Running Jump Shot,Jump Shot,14,20000198,33.9343,0,110,-118.2698,10,1,0,25,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,275,16833,72,97.43,275,41,4,1,2,3,3,13,625,95,3.5244263023,2.3979861778,5.0434251169,2000,228,0.4557854309,0.5442145691,1
Jump Shot,Jump Shot,52,20000198,33.9643,127,80,-118.1428,6,1,0,17,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,277,16833,72,97.43,277,26,4,1,6,5,3,13,377,343,3.525309973,2.7081168655,4.8283137373,2000,230,0.5015140875,0.4984859125,0
Jump Shot,Jump Shot,155,20000198,33.9033,77,141,-118.1928,7,2,0,18,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,280,16833,72,97.43,279,26,4,1,5,5,1,13,438,1002,3.5235123548,2.7726512203,5.2257466737,2000,232,0.5291944483,0.4708055517,0
Driving Layup Shot,Layup,215,20000198,34.0443,0,0,-118.2698,2,2,0,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,283,16833,72,97.43,281,12,5,1,2,6,5,13,128,1312,3.5276626177,-6.907755279,3.8066624898,2000,234,0.3430127834,0.6569872166,1
Jump Shot,Jump Shot,228,20000198,33.8293,144,215,-118.1258,0,2,0,36,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,285,16833,72,97.43,283,26,4,2,5,1,2,13,36,1404,3.5213272909,3.2189158241,5.560681631,2000,236,0.6144588937,0.3855411063,0
Jump Shot,Jump Shot,287,20000198,33.7853,100,259,-118.1698,7,3,0,20,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,287,16833,72,97.43,285,26,4,2,5,1,2,13,440,1720,3.5200257966,3.2958739024,5.7170277014,2000,238,0.6180502687,0.3819497313,0
Jump Shot,Jump Shot,315,20000198,33.8463,153,198,-118.1168,3,3,0,42,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,289,16833,72,97.43,287,26,4,2,5,1,2,13,222,1938,3.5218296876,3.2189158241,5.4930614433,2000,240,0.5940701598,0.4059298402,0
Driving Layup Shot,Layup,343,20000198,34.0443,0,0,-118.2698,0,3,0,54,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2000,LAL @ LAC,LAC,291,16833,72,97.43,289,12,5,1,2,6,5,13,54,2106,3.5276626177,-6.907755279,3.8066624898,2000,242,0.327828433,0.672171567,1
Jump Shot,Jump Shot,15,20000206,34.0103,243,34,-118.0268,9,1,0,42,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,294,16489,71,94,294,26,4,2,6,7,2,12,582,138,3.5266634199,3.1780954961,4.3694478525,2000,244,0.5608754342,0.4391245658,0
Jump Shot,Jump Shot,91,20000206,33.9073,-157,137,-118.4268,3,1,0,30,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,296,16489,71,94,296,26,4,1,3,5,1,12,210,510,3.5236303304,2.9957822723,5.2040066871,2000,246,0.5628519294,0.4371480706,0
Jump Shot,Jump Shot,166,20000206,33.9073,102,137,-118.1678,8,2,0,40,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,298,16489,71,94,298,26,4,1,5,5,1,12,520,920,3.5236303304,2.8332721659,5.2040066871,2000,248,0.5246466261,0.4753533739,0
Driving Layup Shot,Layup,235,20000206,34.0443,0,0,-118.2698,2,2,0,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,303,16489,71,94,300,12,5,1,2,6,5,12,174,1266,3.5276626177,-6.907755279,3.8066624898,2000,250,0.331311072,0.668688928,1
Jump Shot,Jump Shot,320,20000206,33.7993,142,245,-118.1278,7,3,0,22,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,305,16489,71,94,302,26,4,2,5,1,2,12,442,1718,3.5204400922,3.3322402238,5.669880923,2000,252,0.6214532898,0.3785467102,0
Jump Shot,Jump Shot,325,20000206,34.0023,-12,42,-118.2818,6,3,0,48,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,307,16489,71,94,304,26,4,1,2,3,5,12,408,1752,3.5264281694,1.3865443299,4.4659081187,2000,254,0.455970902,0.544029098,1
Driving Layup Shot,Layup,358,20000206,34.0443,0,0,-118.2698,4,3,0,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,309,16489,71,94,306,12,5,1,2,6,5,12,243,1917,3.5276626177,-6.907755279,3.8066624898,2000,256,0.3490015748,0.6509984252,1
Jump Shot,Jump Shot,371,20000206,34.0443,-94,0,-118.3638,2,3,0,57,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,311,16489,71,94,308,26,4,1,4,5,3,12,177,1983,3.5276626177,2.1973356823,3.8066624898,2000,258,0.5377549562,0.4622450438,0
Running Dunk Shot,Dunk,385,20000206,34.0443,0,0,-118.2698,1,3,0,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,313,16489,71,94,310,37,2,1,2,6,5,12,75,2085,3.5276626177,-6.907755279,3.8066624898,2000,260,0.3141986604,0.6858013396,1
Jump Shot,Jump Shot,421,20000206,33.9093,-67,135,-118.3368,10,4,0,32,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/28/2000,LAL vs. IND,IND,315,16489,71,94,312,26,4,1,2,3,3,12,632,2248,3.523689313,2.7081168655,5.1929568509,2000,262,0.5047945401,0.4952054599,0
Jump Shot,Jump Shot,11,20000222,34.0353,-134,9,-118.4038,10,1,0,59,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/30/2000,LAL @ SEA,SEA,318,14290,71,92.8,318,26,4,1,4,5,3,29,659,61,3.5273982213,2.5650262776,3.9889840466,2000,264,0.4898427098,0.5101572902,1
Jump Shot,Jump Shot,50,20000222,33.9283,-101,116,-118.3708,7,1,0,10,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/30/2000,LAL @ SEA,SEA,320,14290,71,92.8,320,26,4,1,4,5,3,29,430,290,3.5242494744,2.7081168655,5.081404365,2000,266,0.5086062273,0.4913937727,0
Jump Shot,Jump Shot,111,20000222,33.7993,-50,245,-118.3198,0,1,0,24,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2000,LAL @ SEA,SEA,322,14290,71,92.8,322,26,4,2,2,1,2,29,24,696,3.5204400922,3.2189158241,5.669880923,2000,268,0.6341364659,0.3658635341,0
Layup Shot,Layup,123,20000222,34.0313,-29,13,-118.2988,11,2,0,48,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2000,LAL @ SEA,SEA,324,14290,71,92.8,324,27,5,1,2,6,5,29,708,732,3.5272806894,1.0989455665,4.0604430105,2000,270,0.4282199168,0.5717800832,1
Jump Shot,Jump Shot,220,20000222,34.0253,-35,19,-118.3048,1,2,0,54,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2000,LAL @ SEA,SEA,326,14290,71,92.8,326,26,4,1,2,6,5,29,114,1326,3.5271043655,1.0989455665,4.1588830834,2000,272,0.4599816893,0.5400183107,1
Jump Shot,Jump Shot,272,20000222,33.8373,167,207,-118.1028,9,3,0,6,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2000,LAL @ SEA,SEA,330,14290,71,92.8,328,26,4,2,5,1,2,29,546,1614,3.5215637443,3.2581349988,5.5294290875,2000,274,0.589074742,0.410925258,0
Jump Shot,Jump Shot,335,20000222,33.8673,60,177,-118.2098,3,3,0,45,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/30/2000,LAL @ SEA,SEA,332,14290,71,92.8,330,26,4,1,5,5,1,29,225,1935,3.5224499471,2.8904273119,5.4026773819,2000,276,0.5383656822,0.4616343178,0
Jump Shot,Jump Shot,24,20000230,33.7913,-86,253,-118.3558,9,1,0,34,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/1/2000,LAL vs. SAS,SAS,334,14925,70,93.42,334,26,4,2,3,1,2,28,574,146,3.5202033729,3.2581349988,5.6970934865,2000,278,0.613320882,0.386679118,0
Jump Shot,Jump Shot,54,20000230,34.0163,-50,28,-118.3198,6,1,0,35,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/1/2000,LAL vs. SAS,SAS,337,14925,70,93.42,336,26,4,1,2,3,5,28,395,325,3.5268398215,1.6096378924,4.2904594411,2000,280,0.4700037269,0.5299962731,1
Jump Shot,Jump Shot,67,20000230,34.0163,-79,28,-118.3488,4,1,0,50,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/1/2000,LAL vs. SAS,SAS,339,14925,70,93.42,338,26,4,1,4,3,3,28,290,430,3.5268398215,2.0795665339,4.2904594411,2000,282,0.5017180189,0.4982819811,0
Jump Shot,Jump Shot,86,20000230,33.9003,18,144,-118.2518,2,1,0,33,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/1/2000,LAL vs. SAS,SAS,341,14925,70,93.42,340,26,4,1,2,5,3,28,153,567,3.5234238639,2.6391287556,5.2417470151,2000,284,0.5263677356,0.4736322644,0
