"action_type","combined_shot_type","game_event_id","game_id","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","team_id","team_name","game_date","matchup","opponent","shot_id","attendance","arena_temp","avgnoisedb","rannum","action_type_int","combined_shot_type_int","shot_type_int","shot_zone_are_int","shot_zone_basic_int","shot_zone_range_int","opponent_int","time_remaining_period","game_time","log_lat","log_shot_distance","log_loc_y"
"Jump Shot","Jump Shot",302,20000297,33.9173,87,127,-118.1828,5,3,0,"2000",16,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/10/2000","LAL vs. DET","DET",497,14703,71,96.15,501,26,4,1,6,5,3,9,316,1844,3.52392520869893,2.70811686554675,5.13579843705026
"Jump Shot","Jump Shot",106,20000309,33.7873,32,257,-118.2378,2,1,0,"2000",33,25,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/12/2000","LAL vs. MIL","MIL",509,14806,68,93.75,530,26,4,2,2,1,2,16,153,567,3.52008499223618,3.21891582406822,5.7037824746562
"Jump Shot","Jump Shot",120,20000309,33.8523,180,192,-118.0898,0,1,0,"2000",44,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/12/2000","LAL vs. MIL","MIL",511,14806,68,93.75,531,26,4,2,5,1,2,16,44,676,3.52200694387423,3.25813499882032,5.45958551414416
"Jump Shot","Jump Shot",365,20000309,33.9383,-16,106,-118.2858,0,3,0,"2000",0,10,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/12/2000","LAL vs. MIL","MIL",523,14806,68,93.75,532,26,4,1,2,3,3,16,0,2160,3.52454417016034,2.30268508799438,5.00394630594546
"Jump Shot","Jump Shot",27,20000320,33.9363,161,108,-118.1088,8,1,0,"2000",53,19,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/13/2000","LAL @ POR","POR",533,15316,74,95.93,554,26,4,1,6,5,1,26,533,187,3.52448523795298,2.94449160936039,5.01727983681492
"Layup Shot","Layup",228,20000320,34.0443,0,0,-118.2698,1,2,0,"2000",11,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/13/2000","LAL @ POR","POR",544,15316,74,95.93,555,27,5,1,2,6,5,26,71,1369,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",275,20000320,34.0403,226,4,-118.0438,8,3,0,"2000",36,22,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","12/13/2000","LAL @ POR","POR",546,15316,74,95.93,556,26,4,2,6,7,2,26,516,1644,3.52754511682732,3.09108790687074,3.85014760171006
"Driving Layup Shot","Layup",453,20000320,34.0443,0,0,-118.2698,0,4,0,"2000",47,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/13/2000","LAL @ POR","POR",555,15316,74,95.93,557,12,5,1,2,6,5,26,47,2833,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",3,20000334,33.7913,45,253,-118.2248,11,1,0,"2000",18,25,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/15/2000","LAL vs. VAN","VAN",558,16092,68,96.38,573,26,4,2,2,1,2,32,678,42,3.52020337290712,3.21891582406822,5.69035945432406
"Jump Shot","Jump Shot",29,20000334,33.9663,-143,78,-118.4128,7,1,0,"2000",17,16,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/15/2000","LAL vs. VAN","VAN",560,16092,68,96.38,574,26,4,1,4,5,1,32,437,283,3.52536885660535,2.77265122028674,4.79579054559674
"Jump Shot","Jump Shot",282,20000334,34.0103,-149,34,-118.4188,6,3,0,"2000",30,15,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/15/2000","LAL vs. VAN","VAN",573,16092,68,96.38,575,26,4,1,4,5,3,32,390,1770,3.52666341991522,2.70811686554675,4.34380542185368
"Jump Shot","Jump Shot",371,20000347,33.8563,123,188,-118.1468,2,3,0,"2000",26,22,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/17/2000","LAL @ TOR","TOR",591,15173,69,95.34,601,26,4,1,5,5,1,30,146,2014,3.52212509725518,3.09108790687074,5.44241771052179
"Jump Shot","Jump Shot",439,20000347,33.9453,-4,99,-118.2738,8,4,0,"2000",13,9,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/17/2000","LAL @ TOR","TOR",596,15173,69,95.34,602,26,4,1,2,3,3,30,493,2387,3.52475040554045,2.19733568227495,4.95582705760126
"Jump Shot","Jump Shot",460,20000347,33.8673,-134,177,-118.4038,6,4,0,"2000",14,22,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/17/2000","LAL @ TOR","TOR",597,15173,69,95.34,603,26,4,1,3,5,1,30,374,2506,3.52244994708882,3.09108790687074,5.39362754635236
"Turnaround Jump Shot","Jump Shot",515,20000347,33.9723,-48,72,-118.3178,0,4,0,"2000",48,8,NA,"2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/17/2000","LAL @ TOR","TOR",601,15173,69,95.34,604,55,4,1,4,3,3,30,48,2832,3.52554548668061,2.07956653386799,4.74493212836325
"Jump Shot","Jump Shot",24,20000352,33.8793,110,165,-118.1598,8,1,0,"2000",39,19,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/19/2000","LAL @ MIA","MIA",605,16076,69,98.6,626,26,4,1,5,5,1,15,519,201,3.52280420841338,2.94449160936039,5.33753807970132
"Jump Shot","Jump Shot",219,20000352,34.0443,125,0,-118.1448,10,3,0,"2000",33,12,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/19/2000","LAL @ MIA","MIA",617,16076,69,98.6,627,26,4,1,6,5,3,15,633,1527,3.52766261770137,2.4849899796493,3.76120011569356
"Jump Shot","Jump Shot",420,20000352,34.0443,-166,0,-118.4358,0,4,0,"2000",18,16,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/19/2000","LAL @ MIA","MIA",628,16076,69,98.6,628,26,4,1,4,5,1,15,18,2862,3.52766261770137,2.77265122028674,3.76120011569356
"Jump Shot","Jump Shot",68,20000373,33.9663,159,78,-118.1108,3,1,0,"2000",43,17,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/21/2000","LAL @ HOU","HOU",634,15086,70,95.42,650,26,4,1,6,5,1,11,223,497,3.52536885660535,2.83327216585559,4.79579054559674
"Jump Shot","Jump Shot",327,20000373,34.0213,56,23,-118.2138,3,3,0,"2000",20,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/21/2000","LAL @ HOU","HOU",646,15086,70,95.42,651,26,4,1,2,3,5,11,200,1960,3.52698679905362,1.79192612200738,4.18965474202643
"Jump Shot","Jump Shot",378,20000373,33.9113,106,133,-118.1638,9,4,0,"2000",44,17,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/21/2000","LAL @ HOU","HOU",649,15086,70,95.42,652,26,4,1,5,5,1,11,584,2296,3.52374829217653,2.83327216585559,5.17048399503815
"Driving Layup Shot","Layup",402,20000373,34.0443,0,0,-118.2698,6,4,0,"2000",16,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/21/2000","LAL @ HOU","HOU",651,15086,70,95.42,653,12,5,1,2,6,5,11,376,2504,3.52766261770137,-6.90775527898214,3.76120011569356
"Dunk Shot","Dunk",472,20000373,34.0443,0,0,-118.2698,0,4,0,"2000",11,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/21/2000","LAL @ HOU","HOU",654,15086,70,95.42,654,15,2,1,2,6,5,11,11,2869,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",6,20000379,34.0443,0,0,-118.2698,11,1,0,"2000",6,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/22/2000","LAL @ DAL","DAL",656,15513,71,91.56,671,27,5,1,2,6,5,7,666,54,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",10,20000379,33.9073,3,137,-118.2668,10,1,0,"2000",47,13,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/22/2000","LAL @ DAL","DAL",657,15513,71,91.56,672,26,4,1,2,3,3,7,647,73,3.52363033043728,2.56502627758003,5.19295685089021
"Jump Shot","Jump Shot",275,20000379,33.9513,167,93,-118.1028,9,3,0,"2000",1,19,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/22/2000","LAL @ DAL","DAL",669,15513,71,91.56,673,26,4,1,6,5,1,7,541,1619,3.5249271448769,2.94449160936039,4.91265488573605
"Alley Oop Dunk Shot","Dunk",296,20000379,34.0443,0,0,-118.2698,5,3,0,"2000",51,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/22/2000","LAL @ DAL","DAL",670,15513,71,91.56,674,1,2,1,2,6,5,7,351,1809,3.52766261770137,-6.90775527898214,3.76120011569356
"Turnaround Jump Shot","Jump Shot",474,20000397,33.9893,-44,55,-118.3138,1,4,0,"2000",49,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","12/25/2000","LAL vs. POR","POR",693,16544,71,95.52,693,55,4,1,2,3,5,26,109,2771,3.52604576920352,1.94605299599506,4.58496747867057
"Jump Shot","Jump Shot",476,20000397,33.9453,-71,99,-118.3408,1,4,0,"2000",22,12,NA,"2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/25/2000","LAL vs. POR","POR",694,16544,71,95.52,694,26,4,1,4,3,3,26,82,2798,3.52475040554045,2.4849899796493,4.95582705760126
"Jump Shot","Jump Shot",49,20000420,33.8753,-27,169,-118.2968,4,1,0,"2000",30,17,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/28/2000","LAL @ PHX","PHX",699,16957,70,96.65,712,26,4,1,2,5,1,25,270,450,3.52268613524921,2.83327216585559,5.35658627467201
"Jump Shot","Jump Shot",284,20000420,33.9473,167,97,-118.1028,6,3,0,"2000",7,19,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","12/28/2000","LAL @ PHX","PHX",711,16957,70,96.65,713,26,4,1,6,5,1,25,367,1793,3.52480932212342,2.94449160936039,4.9416424226093
"Jump Shot","Jump Shot",45,20000434,33.9833,144,61,-118.1258,5,1,0,"2000",53,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/30/2000","LAL @ LAC","LAC",718,12695,71,95.41,728,26,4,1,6,5,3,13,353,367,3.5258692274789,2.70811686554675,4.64439089914137
"Jump Shot","Jump Shot",109,20000434,34.0443,153,0,-118.1168,10,2,0,"2000",30,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","12/30/2000","LAL @ LAC","LAC",722,12695,71,95.41,729,26,4,1,6,5,3,13,630,810,3.52766261770137,2.70811686554675,3.76120011569356
"Jump Shot","Jump Shot",126,20000434,33.8563,-191,188,-118.4608,8,2,0,"2000",55,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","12/30/2000","LAL @ LAC","LAC",723,12695,71,95.41,730,26,4,2,3,1,2,13,535,905,3.52212509725518,3.25813499882032,5.44241771052179
"Turnaround Jump Shot","Jump Shot",156,20000434,33.9623,16,82,-118.2538,5,2,0,"2000",33,8,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","12/30/2000","LAL @ LAC","LAC",725,12695,71,95.41,731,55,4,1,2,3,3,13,333,1107,3.52525108588713,2.07956653386799,4.8283137373023
"Jump Shot","Jump Shot",41,20000456,33.9833,153,61,-118.1168,7,1,0,"2000",5,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/3/2001","LAL vs. UTA","UTA",734,13759,72,91.05,751,26,4,1,6,5,1,31,425,295,3.5258692274789,2.77265122028674,4.64439089914137
"Layup Shot","Layup",53,20000456,34.0443,0,0,-118.2698,6,1,0,"2000",1,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/3/2001","LAL vs. UTA","UTA",735,13759,72,91.05,752,27,5,1,2,6,5,31,361,359,3.52766261770137,-6.90775527898214,3.76120011569356
"Running Jump Shot","Jump Shot",95,20000456,34.0043,-44,40,-118.3138,0,1,0,"2000",53,5,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/3/2001","LAL vs. UTA","UTA",737,13759,72,91.05,753,41,4,1,2,3,5,31,53,667,3.52648698720767,1.60963789243677,4.4188406077966
"Jump Shot","Jump Shot",235,20000456,34.0273,159,17,-118.1108,9,3,0,"2000",46,15,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/3/2001","LAL vs. UTA","UTA",746,13759,72,91.05,754,26,4,1,6,5,3,31,586,1574,3.52716314360782,2.70811686554675,4.0943445622221
"Turnaround Jump Shot","Jump Shot",269,20000456,33.9453,159,99,-118.1108,5,3,0,"2000",27,18,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/3/2001","LAL vs. UTA","UTA",747,13759,72,91.05,755,55,4,1,6,5,1,31,327,1833,3.52475040554045,2.89042731190857,4.95582705760126
"Jump Shot","Jump Shot",180,20000484,33.7743,11,270,-118.2588,5,2,0,"2000",49,27,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/7/2001","LAL vs. LAC","LAC",766,14654,73,94.14,775,26,4,2,2,1,2,13,349,1091,3.51970015824289,3.29587390235551,5.74620319054015
"Jump Shot","Jump Shot",182,20000484,34.0313,-176,13,-118.4458,5,2,0,"2000",37,17,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/7/2001","LAL vs. LAC","LAC",767,14654,73,94.14,776,26,4,1,4,5,1,13,337,1103,3.52728068936999,2.83327216585559,4.02535169073515
"Jump Shot","Jump Shot",241,20000484,34.0313,-136,13,-118.4058,0,2,0,"2000",25,13,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/7/2001","LAL vs. LAC","LAC",771,14654,73,94.14,777,26,4,1,4,5,3,13,25,1415,3.52728068936999,2.56502627758003,4.02535169073515
"Jump Shot","Jump Shot",251,20000484,34.0313,-71,13,-118.3408,11,3,0,"2000",20,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/7/2001","LAL vs. LAC","LAC",773,14654,73,94.14,778,26,4,1,2,3,5,13,680,1480,3.52728068936999,1.94605299599506,4.02535169073515
"Jump Shot","Jump Shot",272,20000484,33.8693,-1,175,-118.2708,8,3,0,"2000",45,17,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/7/2001","LAL vs. LAC","LAC",774,14654,73,94.14,779,26,4,1,2,5,1,13,525,1635,3.52250899935895,2.83327216585559,5.38449506278909
"Jump Shot","Jump Shot",120,20000519,33.9723,-10,72,-118.2798,10,2,0,"2000",12,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/12/2001","LAL vs. CLE","CLE",783,14111,71,94.56,800,26,4,1,2,3,5,6,612,828,3.52554548668061,1.94605299599506,4.74493212836325
"Jump Shot","Jump Shot",174,20000519,33.8463,-149,198,-118.4188,4,2,0,"2000",29,24,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/12/2001","LAL vs. CLE","CLE",784,14111,71,94.56,801,26,4,2,3,1,2,6,269,1171,3.52182968762326,3.17809549614658,5.48479693349065
"Jump Shot","Jump Shot",244,20000519,34.0163,-164,28,-118.4338,8,3,0,"2000",31,16,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/12/2001","LAL vs. CLE","CLE",789,14111,71,94.56,802,26,4,1,4,5,1,6,511,1649,3.52683982149976,2.77265122028674,4.26267987704132
"Jump Shot","Jump Shot",305,20000519,33.8733,186,171,-118.0838,2,3,0,"2000",22,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/12/2001","LAL vs. CLE","CLE",792,14111,71,94.56,803,26,4,2,5,1,2,6,142,2018,3.52262709343874,3.21891582406822,5.36597601502185
"Jump Shot","Jump Shot",470,20000519,33.8693,-164,175,-118.4338,0,4,0,"2000",59,23,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/12/2001","LAL vs. CLE","CLE",804,14111,71,94.56,804,26,4,2,3,1,2,6,59,2821,3.52250899935895,3.13553769324487,5.38449506278909
"Jump Shot","Jump Shot",144,20000529,34.0593,176,-15,-118.0938,7,2,0,"2000",10,17,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/13/2001","LAL @ UTA","UTA",809,13957,70,96.41,822,26,4,1,6,5,1,31,430,1010,3.52810312305623,2.83327216585559,3.3322045101752
"Jump Shot","Jump Shot",195,20000529,34.0763,-187,-32,-118.4568,0,2,0,"2000",45,18,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/13/2001","LAL @ UTA","UTA",812,13957,70,96.41,823,26,4,1,4,5,1,31,45,1395,3.52860212799206,2.89042731190857,2.39789527279837
"Jump Shot","Jump Shot",198,20000529,33.9033,197,141,-118.0728,0,2,0,"2000",21,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/13/2001","LAL @ UTA","UTA",813,13957,70,96.41,824,26,4,2,5,1,2,31,21,1419,3.52351235478142,3.17809549614658,5.21493575760899
"Jump Shot","Jump Shot",247,20000529,34.0443,70,0,-118.1998,8,3,0,"2000",59,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/13/2001","LAL @ UTA","UTA",817,13957,70,96.41,825,26,4,1,2,3,5,31,539,1621,3.52766261770137,1.94605299599506,3.76120011569356
"Jump Shot","Jump Shot",307,20000529,34.0313,161,13,-118.1088,3,3,0,"2000",53,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/13/2001","LAL @ UTA","UTA",820,13957,70,96.41,826,26,4,1,6,5,1,31,233,1927,3.52728068936999,2.77265122028674,4.02535169073515
"Jump Shot","Jump Shot",442,20000529,33.9033,-157,141,-118.4268,3,4,0,"2000",1,21,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/13/2001","LAL @ UTA","UTA",825,13957,70,96.41,827,26,4,1,3,5,1,31,181,2699,3.52351235478142,3.04457005563729,5.21493575760899
"Jump Shot","Jump Shot",457,20000529,33.8963,144,148,-118.1258,2,4,0,"2000",23,20,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/13/2001","LAL @ UTA","UTA",826,13957,70,96.41,828,26,4,1,5,5,1,31,143,2737,3.52330586388693,2.99578227230403,5.25227342804663
"Jump Shot","Jump Shot",6,20000545,33.9623,231,82,-118.0388,10,1,0,"2000",55,24,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","1/15/2001","LAL vs. VAN","VAN",829,15235,68,95.65,852,26,4,2,6,7,2,32,655,65,3.52525108588713,3.17809549614658,4.8283137373023
"Jump Shot","Jump Shot",50,20000571,33.9073,207,137,-118.0628,5,1,0,"2000",15,24,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/19/2001","LAL vs. HOU","HOU",855,15279,67,96.47,871,26,4,2,5,1,2,11,315,405,3.52363033043728,3.17809549614658,5.19295685089021
"Driving Layup Shot","Layup",84,20000571,34.0443,0,0,-118.2698,1,1,0,"2000",30,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/19/2001","LAL vs. HOU","HOU",859,15279,67,96.47,872,12,5,1,2,6,5,11,90,630,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",136,20000571,33.8633,180,181,-118.0898,8,2,0,"2000",0,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/19/2001","LAL vs. HOU","HOU",862,15279,67,96.47,873,26,4,2,5,1,2,11,480,960,3.52233183208601,3.21891582406822,5.41164605185504
"Jump Shot","Jump Shot",291,20000571,33.8523,-164,192,-118.4338,5,3,0,"2000",55,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/19/2001","LAL vs. HOU","HOU",870,15279,67,96.47,874,26,4,2,3,1,2,11,355,1805,3.52200694387423,3.21891582406822,5.45958551414416
"Jump Shot","Jump Shot",18,20000583,33.9933,153,51,-118.1168,8,1,0,"2000",54,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/21/2001","LAL vs. MIA","MIA",876,14745,67,95.91,896,26,4,1,6,5,1,15,534,186,3.52616344637399,2.77265122028674,4.54329478227
"Jump Shot","Jump Shot",73,20000583,33.9283,-164,116,-118.4338,0,1,0,"2000",34,20,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/21/2001","LAL vs. MIA","MIA",880,14745,67,95.91,897,26,4,1,4,5,1,15,34,686,3.52424947438738,2.99578227230403,5.06890420222023
"Slam Dunk Shot","Dunk",164,20000583,34.0443,0,0,-118.2698,3,2,0,"2000",47,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/21/2001","LAL vs. MIA","MIA",886,14745,67,95.91,898,47,2,1,2,6,5,15,227,1213,3.52766261770137,-6.90775527898214,3.76120011569356
"Running Jump Shot","Jump Shot",249,20000583,33.8793,-107,165,-118.3768,9,3,0,"2000",57,19,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/21/2001","LAL vs. MIA","MIA",889,14745,67,95.91,899,41,4,1,3,5,1,15,597,1563,3.52280420841338,2.94449160936039,5.33753807970132
"Layup Shot","Layup",276,20000583,34.0443,0,0,-118.2698,7,3,0,"2000",45,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/21/2001","LAL vs. MIA","MIA",891,14745,67,95.91,900,27,5,1,2,6,5,15,465,1695,3.52766261770137,-6.90775527898214,3.76120011569356
"Slam Dunk Shot","Dunk",393,20000583,34.0443,0,0,-118.2698,8,4,0,"2000",38,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/21/2001","LAL vs. MIA","MIA",897,14745,67,95.91,901,47,2,1,2,6,5,15,518,2362,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",4,20000599,33.8013,-75,243,-118.3448,11,1,0,"2000",29,25,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/23/2001","LAL @ SEA","SEA",902,15263,72,96.72,916,26,4,2,2,1,2,29,689,31,3.52049926328781,3.21891582406822,5.65599181081985
"Jump Shot","Jump Shot",16,20000599,33.9813,-4,63,-118.2738,9,1,0,"2000",19,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/23/2001","LAL @ SEA","SEA",903,15263,72,96.72,917,26,4,1,2,3,5,29,559,161,3.52581037331068,1.79192612200738,4.66343909411207
